iter	Logloss
119	0.1046786922
120	0.1036501303
121	0.1027730807
122	0.1015945625
123	0.1007732465
124	0.09987122111
125	0.09910839873
126	0.09820275245
127	0.09715051463
128	0.09639912561
129	0.09557507348
130	0.09476141471
131	0.09416527001
132	0.09336802505
133	0.09266746625
134	0.09168754192
135	0.09090373106
136	0.09012674006
137	0.08944926021
138	0.08864753854
139	0.08797761851
140	0.08724446432
141	0.08677484399
142	0.08601231651
143	0.08507145694
144	0.08450342019
145	0.08372126635
146	0.08289954017
147	0.08227067182
148	0.08164003144
149	0.08101926565
150	0.08033902552
151	0.07991963974
152	0.07918487678
153	0.07857778468
154	0.07796907601
155	0.07746194837
156	0.0768546611
157	0.07632317284
158	0.07570784949
159	0.07497368162
160	0.07442040358
161	0.07398173575
162	0.0733526259
163	0.07260425425
164	0.07194644856
165	0.07151701096
166	0.07099225108
167	0.0703755056
168	0.06975260022
169	0.06933051653
170	0.06891666644
171	0.06858659747
172	0.06812092921
173	0.06771555835
174	0.0672018803
175	0.06665356625
176	0.06626173054
177	0.06592689775
178	0.06553721193
179	0.06520805632
180	0.06454574657
181	0.06418373304
182	0.06377403432
183	0.06338440923
184	0.06297251062
185	0.06245757973
186	0.06194008904
187	0.06130909346
188	0.06097371191
189	0.06074298862
190	0.06037826335
191	0.05994764086
192	0.05924128618
193	0.05867128472
194	0.05846850229
195	0.05800034204
196	0.05768659334
197	0.05718419759
198	0.05684381661
199	0.05655265399
200	0.05617852199
201	0.05600745644
202	0.05559307363
203	0.05507468059
204	0.05453716069
205	0.05422212797
206	0.05387692213
207	0.05347322079
208	0.05317447864
209	0.05286216721
210	0.05248759442
211	0.05228002008
212	0.05200326906
213	0.05169599634
214	0.0513374729
215	0.05098609348
216	0.05053547016
217	0.0503320466
218	0.04996067297
219	0.04976654288
220	0.04943025943
221	0.04910178952
222	0.04882310012
223	0.04853253538
224	0.04808827656
225	0.04776211641
226	0.04749695641
227	0.04721964781
228	0.04705624033
229	0.04697937145
230	0.04662317218
231	0.04643491107
232	0.04598902523
233	0.0456089241
234	0.04531542009
235	0.04503705897
236	0.04482834476
237	0.04456771589
238	0.04417248628
239	0.04395102778
240	0.04362010691
241	0.04341210928
242	0.04307831827
243	0.04273500757
244	0.04247011629
245	0.04218684208
246	0.04196380554
247	0.04166530886
248	0.04146009665
249	0.0412817522
250	0.04101840322
251	0.04077052952
252	0.04046529859
253	0.04020615965
254	0.03995967103
255	0.03967363859
256	0.03939660827
257	0.03911085897
258	0.03885141263
259	0.03866009415
260	0.03839888387
261	0.03816248531
262	0.03795640694
263	0.03772825227
264	0.03749576283
265	0.03717744564
266	0.03693349975
267	0.03667988121
268	0.03634644128
269	0.03610864853
270	0.0357910944
271	0.03552589366
272	0.03521416218
273	0.0349133475
274	0.03471072333
275	0.03448400742
276	0.03427772784
277	0.03395143414
278	0.03368203571
279	0.03343667666
280	0.03325199022
281	0.03292220496
282	0.03264914833
283	0.03232798865
284	0.03212606914
285	0.03183654765
286	0.03149665542
287	0.03125463394
288	0.03103677716
289	0.03102659002
290	0.03079750551
291	0.03059929451
292	0.03038098634
293	0.03036102757
294	0.03017199988
295	0.030000341
296	0.02978811493
297	0.02953835963
298	0.02930211624
299	0.02906769297
300	0.02887026283
301	0.02871277213
302	0.02847944315
303	0.0283355882
304	0.02817608264
305	0.02802326457
306	0.02784541372
307	0.02761161717
308	0.02746317594
309	0.02728984431
310	0.02714645282
311	0.02695669207
312	0.0267883887
313	0.02660260798
314	0.02645927723
315	0.02637428314
316	0.02636212805
317	0.02616233932
318	0.02597199584
319	0.02580571792
320	0.02566829778
321	0.02550423197
322	0.02537774819
323	0.02519435121
324	0.02505155686
325	0.0248865159
326	0.02474690954
327	0.02459396425
328	0.02441646728
329	0.02429686102
