Feature,LightGBM,XGBoost,CatBoost,Average
stage5_std,0.08374384234390544,0.26146252238445794,0.10436606275172566,0.14985747582669637
X43,0.2906403940170836,0.05615092674440211,0.10098383108729149,0.14925838394959237
X44,0.36453201961464726,0.08049558835231284,0.0,0.1483425359889867
X13_rank,0.0,0.0,0.4418073836783924,0.14726912789279747
X7_X4_product,0.2068965516731782,0.1951593600812236,0.03314740976904799,0.14506777384114994
X12,0.3054187191365963,0.08529284219155077,0.042715323446923976,0.144475628258357
X46,0.24630541865854544,0.15779603531798314,0.023213326190509937,0.1424382600556795
X34_sq,0.0,0.0,0.42077957210057154,0.14025985736685717
X41_X15_ratio,0.1674876846878109,0.08940270847866504,0.15756704101336463,0.13815247805994688
X36_X30_diff,0.06896551722439272,0.2602232540179396,0.07628660887112756,0.13515846003781995
stage3_range,0.19704433492683637,0.11234415218845631,0.09103602090451458,0.1334748360066024
stage1_stage3_mean_diff,0.24630541865854544,0.11630719221123745,0.036459040855117766,0.13302388390830022
gmm_score,0.26108374377805815,0.12382697712381874,0.005642610610730078,0.13018444383753566
X47,0.2610837437780582,0.0949069846836778,0.033161238405471936,0.12971732228906932
stage1_stage5_mean_diff,0.19211822655366548,0.10227130680364595,0.09313199628186385,0.12917384321305844
X20,0.23152709353903272,0.08756446364225423,0.06786523299361498,0.12898559672496732
X19,0.2118226600463491,0.10350591505885694,0.07151081012257351,0.12894646174259317
X41_X15_product,0.13300492607561454,0.20164863587656562,0.051133336204123275,0.1285956327187678
stage3_min,0.1674876846878109,0.07739767738780422,0.13472300803333756,0.1265361233696509
z_score_max,0.09359605909024728,0.114518024370166,0.16899815143578037,0.1257040782987312
X41_X7_ratio,0.03448275861219636,0.1242423261873397,0.21570438289185395,0.12480982256379668
feat_median,0.25123152703171636,0.10812576237046854,0.009096842153864587,0.1228180438520165
X7_X4_ratio,0.14285714282195638,0.10105486664224607,0.12349299668719342,0.12246833538379863
X10_X31_ratio,0.19704433492683637,0.11579094275583872,0.05170473105916107,0.12151333624727872
X37_X33_diff,0.2561576354048873,0.07921929904712303,0.028997597126858916,0.12145817719295642
kmeans_3_dist,0.19704433492683637,0.09659315032756755,0.0707186860485292,0.12145205710097771
X17,0.19704433492683637,0.09984196858812559,0.06699316442655612,0.12129315598050604
isolation_score,0.18226600980732363,0.10054162618162003,0.08020289952716744,0.12100351183870368
X36,0.08374384234390546,0.10839141618956583,0.1640355584964597,0.11872360567664368
stage4_stage5_mean_ratio,0.16256157631464,0.1088421493408705,0.0828957750174133,0.11809983355764127
stage1_stage2_mean_ratio,0.2660098521512291,0.05400254753780843,0.03404102384305219,0.11801780784402989
PCA_2,0.13793103444878543,0.15265758524759832,0.05870444997976772,0.1164310232253838
feat_kurtosis,0.10837438420976,0.13139251249423473,0.10792627070926412,0.11589772247108628
X10_X30_product,0.009852216746341819,0.3209748056431679,0.015842762248446066,0.11555659487931857
stage3_max,0.07389162559756364,0.10921092159575349,0.16083363263859843,0.1146453932773052
PCA_4,0.18719211818049455,0.06584334986023978,0.08680785928878351,0.11328110910983928
X29_X41_ratio,0.07389162559756364,0.19789042201138873,0.06774694624968416,0.11317633128621218
X8,0.20197044330000724,0.10170597506933493,0.03510464452062793,0.11292702096332337
X36_X31_product,0.03448275861219636,0.24682488980133954,0.05715361678397915,0.11282042173250502
stage1_stage3_mean_ratio,0.17733990143415274,0.09690561343251086,0.06334396746189633,0.1125298274428533
X4,0.07389162559756364,0.08420663259197116,0.17278187290531108,0.11029337703161529
stage2_range,0.07389162559756364,0.20580022548224197,0.04905330524418989,0.10958171877466516
X35_X36_ratio,0.024630541865854547,0.09985891406316515,0.20357328959628254,0.10935424850843407
stage1_std,0.2216748767926909,0.08078076708674473,0.025391791071465292,0.10928247831696697
X33_X7_diff,0.1034482758365891,0.15126183964246798,0.07115897483212359,0.10862303010372688
stage2_stage4_mean_ratio,0.1034482758365891,0.16288335519659547,0.05793992859585961,0.10809051987634806
feat_mean,0.16256157631464,0.09981047743686257,0.06118649943605137,0.10785285106251798
kmeans_5_dist,0.20197044330000724,0.09731512731810912,0.022965973699255123,0.10741718143912382
X36_X34_diff,0.1674876846878109,0.12340347762072555,0.028192066295334748,0.10636107620129041
kmeans_8_dist,0.16256157631464,0.12259127569737249,0.03356745889520464,0.10624010363573903
X33_X41_ratio,0.03940886698536727,0.13193807626885723,0.14123430971569495,0.10419375098997315
X7,0.18226600980732363,0.08479365022293729,0.04245844649168816,0.10317270217398304
feat_min,0.009852216746341819,0.020716597730067222,0.2782720176275845,0.10294694403466452
X29_X41_product,0.13300492607561454,0.06611013964751287,0.108989213220936,0.10270142631468782
X1,0.17733990143415274,0.0643326210279952,0.06311431984142409,0.10159561410119067
X24,0.2216748767926909,0.0690937661374247,0.00809287814205732,0.09962050702405766
X41_X15_diff,0.1773399014341527,0.10464010478403964,0.013677604253749264,0.09855253682398053
X33_X41_product,0.009852216746341819,0.08201422035291742,0.203657065067997,0.09850783405575207
stage1_mean,0.13793103444878543,0.09919672281353856,0.057292890330530075,0.09814021586428469
stage4_min,0.004926108373170909,0.13306785315394482,0.1556032060833014,0.0978657225368057
X33_X4_diff,0.044334975358538184,0.07398894228266922,0.17494756741262402,0.09775716168461047
feat_energy,0.16256157631464,0.1061924449231006,0.024290827726057528,0.09768161632126604
feat_iqr,0.16256157631464,0.047629945712912104,0.0812742855062161,0.09715526917792272
X31_X29_product,0.004926108373170909,0.0,0.2833956362882304,0.09610724822046711
stage2_mean,0.03448275861219636,0.12997209049018174,0.12309135813261232,0.0958487357449968
X32_X33_ratio,0.24137931028537457,0.022282266210153008,0.023660105475777564,0.09577389399043505
X35_X10_product,0.1133004925829309,0.103997225785938,0.0699819344479298,0.09575988427226623
feat_skew,0.14285714282195636,0.10466435744041484,0.03405980446532675,0.09386043490923264
X13_X36_product,0.024630541865854547,0.015151082801588996,0.24144831031902253,0.09374331166215537
X32_X29_ratio,0.15270935956829818,0.10379861099664768,0.02266565516904145,0.09305787524466243
stage2_stage5_mean_ratio,0.07881773397073455,0.17942736534552417,0.020292596119770225,0.09284589847867632
feat_mad,0.1034482758365891,0.1287895872459453,0.04521095203191541,0.09248293837148329
PCA_8,0.07881773397073455,0.1492586501134983,0.04755738600782146,0.09187792336401811
stage2_stage3_mean_ratio,0.14285714282195638,0.1024651389027374,0.028311362448782223,0.091211214724492
X41_X7_diff,0.05418719210488,0.11774076502826546,0.09808960798980397,0.09000585504098314
X31_X32_product,0.004926108373170909,0.23184172528714364,0.030082780133342958,0.08895020459788584
X41_X4_product,0.024630541865854547,0.06394014243817596,0.17710321654265368,0.08855796694889473
stage3_std,0.1576354679414691,0.0722973070841022,0.03538595353026228,0.08843957618527787
X29_X7_diff,0.07389162559756364,0.13698465240332514,0.054390668997509314,0.08842231566613269
stage1_stage2_mean_diff,0.17733990143415274,0.06462992397718552,0.021782709036567174,0.08791751148263514
feat_q75,0.18226600980732363,0.05318386953913859,0.027364098591985152,0.08760465931281579
X30_X32_ratio,0.09852216746341819,0.0628067476265377,0.10085305456214756,0.08739398988403448
X33_X41_diff,0.08866995071707637,0.12344699695780935,0.04977237468671649,0.08729644078720072
X42,0.09359605909024728,0.07227861063299999,0.09300502741585594,0.08629323237970106
X10_X30_diff,0.14285714282195638,0.1139513537784794,0.0,0.08560283220014527
X36_X30_ratio,0.03448275861219636,0.17686358556057363,0.044919910401304185,0.08542208485802472
X30_X31_diff,0.10837438420976,0.13316743370930947,0.013782889863113525,0.08510823592739435
X29_X41_diff,0.06896551722439272,0.10432238452405006,0.08161071338542661,0.08496620504462311
X22,0.13300492607561454,0.06279697697933238,0.05756683115706141,0.08445624473733611
stage3_mean,0.13793103444878546,0.07151323754471275,0.041310628572277,0.0835849668552584
stage5_mean,0.024630541865854547,0.1764768417607918,0.048931575593740166,0.08334631974012885
X11,0.1034482758365891,0.14624988147771173,0.0,0.08323271910476694
PCA_3,0.08374384234390546,0.1266209812013558,0.03710779985048272,0.082490874465248
X4_X15_diff,0.059113300478050905,0.07429624914880888,0.11297273425861741,0.08212742796182572
stage2_stage3_mean_diff,0.18226600980732363,0.049465781768432866,0.013374364535357033,0.08170205203703784
dist_from_normal_centroid,0.08866995071707637,0.13502384875296056,0.020579493425902942,0.08142443096531328
X34_X30_diff,0.1133004925829309,0.12061635486854752,0.004319886323271443,0.07941224459158329
stage5_min,0.07881773397073455,0.06889971543050406,0.08924642192278517,0.07898795710800792
z_score_mean,0.14778325119512728,0.053962698302557795,0.032337530502478576,0.07802782666672121
X34_X10_product,0.06403940885122182,0.10308941417644141,0.06415524840793303,0.07709469047853208
X32_log,0.05418719210488,0.16036592714007689,0.012726479143446628,0.07575986612946785
X30_X32_product,0.014778325119512726,0.19939981515640146,0.012917815855210126,0.0756986520437081
X31_X32_ratio,0.13793103444878546,0.07921810548800248,0.0066887903481696025,0.07461264342831918
X10,0.12315270932927272,0.08195792388355272,0.016806826227055927,0.07397248647996045
feat_above_median_count,0.17733990143415274,0.022335652223379784,0.021974231486480672,0.07388326171467106
X36_X10_product,0.019704433492683637,0.09997774320300117,0.10196663680760022,0.07388293783442834
X31_X33_product,0.05418719210488,0.020886398026131136,0.1465108000883021,0.07386146340643775
X34_X32_diff,0.024630541865854547,0.16979790788895788,0.024295940399438613,0.07290813005141701
X32_X33_product,0.06896551722439272,0.10128223357860243,0.04639294339598295,0.07221356473299269
X13_X34_product,0.09359605909024726,0.07288236556623301,0.048559984553182535,0.07167946973655427
feat_sum,0.03448275861219636,0.05147154862426845,0.1288317604621607,0.07159535589954183
X3,0.10837438420976,0.07638358961517176,0.029449955135757325,0.07140264298689636
X33_X7_product,0.12807881770244361,0.07658333350399311,0.008954317380369704,0.07120548952893548
feat_cv,0.08866995071707637,0.10103466648629345,0.022289664133702616,0.07066476044569081
X15,0.06403940885122181,0.0665560890519041,0.07720330119727718,0.06926626636680104
X32_X41_ratio,0.06403940885122182,0.0625514187014441,0.08084749808625277,0.06914610854630623
X34_X32_product,0.0,0.0,0.20717370950777417,0.06905790316925806
stage2_stage5_mean_diff,0.11822660095610181,0.07155188054026784,0.017191483618166928,0.0689899883715122
stage2_max,0.08374384234390544,0.1023375871123829,0.02009682825340053,0.06872608590322964
X37,0.07389162559756364,0.07693260356290503,0.051553398319648336,0.067459209160039
X10_X30_ratio,0.06403940885122181,0.10011593875098448,0.03586434234130743,0.06667322998117124
X7_X15_product,0.13300492607561454,0.06623606171980302,0.0,0.06641366259847252
X36_X34_ratio,0.07389162559756364,0.10068189711704272,0.022160914730507988,0.06557814581503811
stage4_std,0.024630541865854547,0.09204094754321847,0.07904768161902892,0.06523972367603398
X13_X34_ratio,0.09359605909024726,0.07115126630488056,0.02998881527810613,0.06491204689107798
stage1_range,0.03448275861219636,0.05495680677258531,0.10385604977385292,0.06443187171954486
X33_X4_ratio,0.05418719210488,0.10939664869399976,0.027802761633523198,0.06379553414413432
X33_X15_product,0.04433497535853818,0.0869204024447138,0.05926238647934683,0.06350592142753293
X38,0.07881773397073455,0.09495927197791776,0.01570701246787859,0.06316133947217696
X29_X33_diff,0.14778325119512728,0.034595332771857876,0.004199966243185134,0.06219285007005676
X31_X32_diff,0.12315270932927272,0.03616165905677106,0.02252119111221239,0.060611853166085396
X37_X4_product,0.06896551722439273,0.0857153610635117,0.025345392457714055,0.060008756915206164
X39,0.06403940885122182,0.08021278933911997,0.032408300193860796,0.058886832794734195
X37_X41_product,0.04926108373170909,0.12386074549500631,0.0021635513954315244,0.058428460207382314
X33_X15_ratio,0.03448275861219636,0.10631836250435377,0.034281359245113004,0.05836082678722104
X29,0.02955665023902546,0.08055196671705765,0.06441990009865936,0.058176172351580825
stage1_stage5_mean_ratio,0.08866995071707638,0.06956260582891607,0.013294193561894546,0.05717558336929566
X30,0.02955665023902546,0.04696789025110932,0.09381564921059653,0.0567800632335771
X13_log,0.009852216746341819,0.0,0.16047056508135177,0.05677426060923119
X31_X33_diff,0.06403940885122181,0.06365138144131055,0.04162770847781152,0.05643949959011463
X37_X41_ratio,0.039408866985367275,0.10712294498721214,0.022345345126386605,0.05629238569965534
X33_X4_product,0.05418719210488,0.10505318296792353,0.00642304278448415,0.05522113928576256
X45,0.08374384234390546,0.0801113690436678,0.0,0.05461840379585775
X35_X34_product,0.009852216746341819,0.09646736272220797,0.0567196285554338,0.0543464026746612
X34_X31_diff,0.09852216746341819,0.009682525662882491,0.05453919055310262,0.054247961226467765
stage3_stage5_mean_diff,0.07389162559756364,0.03471702666492615,0.053973485481039966,0.054194045914509915
X34_sqrt,0.0,0.0,0.16084371017611732,0.05361457005870577
X31_X37_product,0.05418719210488,0.04076881681132278,0.06575490087297853,0.05357030326306044
X35_X13_product,0.03448275861219636,0.08530268443116902,0.039207151178799915,0.052997531407388436
X35_X36_diff,0.02955665023902546,0.08029864766309931,0.04689103076775412,0.052248776223292964
X36_sqrt,0.009852216746341819,0.0,0.14658336621747875,0.05214519432127352
X32_sqrt,0.009852216746341819,0.08833706677171263,0.05415315314071841,0.05078081221959096
stage4_mean,0.024630541865854547,0.06262016168351478,0.06387139155019883,0.05037403169985605
X7_X4_diff,0.05418719210488,0.06664450436099362,0.027614413999542068,0.049482036821805235
X29_X33_ratio,0.059113300478050905,0.027184629335449458,0.062013288949855236,0.049437072921118534
X37_X33_product,0.004926108373170909,0.05258077558087672,0.08604342074682327,0.04785010156695696
X29_X7_ratio,0.07389162559756364,0.0381668032435391,0.030034960374216515,0.04736446307177308
X37_X7_product,0.039408866985367275,0.0874914277571935,0.01238067160128604,0.046426988781282263
X31_sq,0.0,0.0,0.13784561368390957,0.04594853789463652
stage4_max,0.02955665023902546,0.01445990270082995,0.09122589135251268,0.0450808147641227
X7_X15_diff,0.04926108373170909,0.060808162995538435,0.024640813993829606,0.04490335357369238
X32_X37_product,0.014778325119512726,0.03253222752607959,0.08662838014199022,0.04464631092919418
X7_X15_ratio,0.029556650239025452,0.06800196149831118,0.03614178925173327,0.044566800329689966
X34_X30_product,0.019704433492683637,0.05159362874651649,0.06129897118536727,0.04419901114152247
X32_X33_diff,0.08866995071707637,0.004299784843750677,0.03345555997730841,0.04214176517937849
X30_X32_diff,0.06403940885122182,0.03474437390995521,0.026958874783624784,0.0419142191816006
X10_X29_diff,0.039408866985367275,0.0686563018869496,0.0170845777236116,0.041716582198642826
gmm_label,0.0,0.0,0.12447170394355421,0.04149056798118474
gmm_prob_0,0.0,0.0,0.12321860369830204,0.04107286789943401
X32_X29_product,0.004926108373170909,0.08793780090413217,0.030258768829613713,0.0410408927023056
stage2_stage4_mean_diff,0.059113300478050905,0.0588767465777038,0.0,0.03933001568525157
X10_log,0.0,0.006436573212271267,0.11101517964494005,0.03915058428573711
X37_X4_diff,0.05911330047805092,0.029662319904284456,0.027426279295454197,0.03873396655926319
X10_X32_diff,0.029556650239025452,0.0805810506725025,0.0029479601260508277,0.03769522034585959
X33_X15_diff,0.05418719210488,0.03632625344844595,0.020671199758162995,0.03706154843716298
X30_X37_ratio,0.09359605909024726,0.00012201892361369023,0.016918793297170654,0.0368789571036772
gmm_prob_3,0.0,0.05413706466233123,0.05486061128378782,0.03633255864870635
X35_X34_diff,0.06896551722439272,0.025959873887002546,0.009742533557011808,0.03488930822280236
feat_range,0.029556650239025452,0.06402830836262409,0.010987084050156004,0.034857347550601846
X36_rank,0.0,0.0,0.10407245130373273,0.03469081710124424
X10_sq,0.0,0.0,0.10403348364241405,0.03467782788080468
gmm_prob_2,0.0,0.07891765552720832,0.023391535174135523,0.034103063567114615
X35_X10_diff,0.06896551722439272,0.02488311554264579,0.004688877487013591,0.0328458367513507
kmeans_3_label,0.0,0.0,0.09323206889795681,0.031077356299318935
X32_X37_ratio,0.05911330047805092,0.03233714189931505,0.0,0.03048348079245532
X37_X7_diff,0.06896551722439272,0.022397223547759987,0.0,0.0304542469240509
X30_X37_diff,0.044334975358538184,0.044823992835237234,0.0,0.029719656064591805
X32_X37_diff,0.01477832511951273,0.04297278633776163,0.031077741100483714,0.02960961751925269
X34_log,0.0,0.0,0.08826528504296176,0.029421761680987254
X10_X32_ratio,0.04433497535853818,0.023729822399157444,0.017453502171691348,0.028506099976462324
X30_X37_product,0.04433497535853818,0.03724313510337988,0.0038885355900413624,0.028488882017319805
X36_X34_product,0.03448275861219636,0.013364750125741497,0.03628826161497357,0.028045256784303807
stage5_max,0.02955665023902546,0.023643737277810915,0.030418207805510165,0.02787286510744885
X10_X29_ratio,0.01477832511951273,0.05377695773120061,0.013621796780863117,0.027392359877192154
X29_X37_ratio,0.029556650239025452,0.017845986072181717,0.031477233772853205,0.026293290028020125
X31_X37_ratio,0.03940886698536727,0.02406991026879697,0.014995581279260225,0.026158119511141484
stage5_range,0.05418719210488,0.023751566547203923,0.0,0.02597958621736131
X10_X29_product,0.029556650239025452,0.016033597984881843,0.02947294264473526,0.02502106362288085
X31_X29_diff,0.044334975358538184,0.02119570366790295,0.004573969276787861,0.02336821610107633
X4_X15_product,0.029556650239025452,0.02657115157134597,0.013305730621172077,0.0231445108105145
X30_X29_product,0.029556650239025452,0.02387895560351275,0.015000851201536833,0.022812152348025014
X36_log,0.004926108373170909,0.031975462576886174,0.030707163478439266,0.022536244809498784
X31,0.019704433492683637,0.025062769966367013,0.02219611225916188,0.022321105239404174
X10_sqrt,0.004926108373170909,0.009104194225781721,0.05137742535110383,0.021802575983352154
X34_rank,0.0,0.0,0.06068559122330442,0.02022853040776814
z_score_above2,0.004926108373170909,0.03772542914910999,0.01753705717392063,0.020062864898733844
stage1_max,0.024630541865854547,0.026351432342599356,0.004049263850554148,0.01834374601966935
stage2_min,0.024630541865854547,0.019791203182459395,0.009782419758005288,0.018068054935439743
X34_X31_product,0.0,0.051875932160570314,0.002213746742503307,0.018029892967691207
X13_sqrt,0.0,0.0,0.05312884844180448,0.01770961614726816
X15_missing,0.0,0.01072531697371022,0.0419053636296231,0.017543560201111107
X31_X37_diff,0.02955665023902546,0.004743619762262993,0.018058439940804662,0.01745290331403104
X31_log,0.004926108373170909,0.03599892659618994,0.01138178419454253,0.017435606387967793
stage3_stage4_mean_diff,0.019704433492683637,0.013080714228130218,0.018481983451052387,0.01708904372395541
X35_X13_diff,0.019704433492683637,0.0032837432058558037,0.026157365568184685,0.016381847422241375
X29_X33_product,0.019704433492683637,0.02016780780582538,0.007126420082903396,0.015666220460470805
X31_X33_ratio,0.004926108373170909,0.030091914272908908,0.01164911703631938,0.015555713227466399
X36_sq,0.0,0.0,0.04664475365025294,0.015548251216750979
X40,0.009852216746341819,0.023845774765632856,0.012633864654456095,0.015443952055476924
feat_below_median_count,0.024630541865854547,0.012857131650871217,0.007728153274138526,0.01507194226362143
stage1_min,0.009852216746341819,0.014831930693340592,0.0183288429183502,0.014337663452677537
X30_sqrt,0.004926108373170909,0.012681386542746705,0.018098054075252338,0.011901849663723318
kmeans_8_label,0.0,0.0,0.03522300575032562,0.011741001916775207
X35_rank,0.0,0.0,0.03227356970170393,0.010757856567234644
stage4_stage5_mean_diff,0.009852216746341819,0.0057824616023398915,0.016202729236044513,0.010612469194908741
X34_X32_ratio,0.0,0.015040962574981864,0.015917046992234302,0.010319336522405388
X13_sq,0.0,0.0,0.02761109889091792,0.009203699630305973
X10_X31_product,0.004926108373170909,0.007724873663759219,0.014072670014998113,0.008907884017309414
X29_X37_diff,0.009852216746341819,0.007374876056857497,0.008949871871465124,0.008725654891554814
X29_X37_product,0.004926108373170909,0.002551271454441475,0.018622916767357934,0.008700098864990105
X30_X31_product,0.0,0.0,0.016937823892444605,0.005645941297481535
X31_sqrt,0.0,0.0,0.01572495068014454,0.005241650226714846
kmeans_5_label,0.0,0.0,0.015001999996518784,0.005000666665506261
X35_sq,0.0,0.0,0.014921276546694649,0.0049737588488982165
X37_X7_ratio,0.004926108373170909,0.0,0.008963693425502843,0.0046299339328912505
X30_rank,0.0,0.0,0.01289660095131317,0.004298866983771057
X34_X31_ratio,0.0,0.0,0.008494737370755068,0.0028315791235850227
X30_sq,0.0,0.0,0.008317261168870395,0.002772420389623465
X10_rank,0.0,0.0,0.008201628466963444,0.0027338761556544816
X30_log,0.0,0.0,0.007903018431987744,0.002634339477329248
X34_X10_ratio,0.0,0.0,0.007828739629761435,0.002609579876587145
X37_X4_ratio,0.0,0.0,0.007135017919441776,0.002378339306480592
X37_X33_ratio,0.004926108373170909,0.0,0.0019097090431207497,0.002278605805430553
z_score_above3,0.0,0.0,0.005484171305694868,0.0018280571018982894
gmm_prob_1,0.0,0.0,0.005191653574612509,0.001730551191537503
X34_X30_ratio,0.0,0.0,0.004639671098598595,0.0015465570328661983
gmm_prob_4,0.0,0.0,0.00010148671005572538,3.382890335190846e-05
X42_missing,0.0,0.0,0.0,0.0
X27_missing,0.0,0.0,0.0,0.0
X26_missing,0.0,0.0,0.0,0.0
X48_missing,0.0,0.0,0.0,0.0
X25_missing,0.0,0.0,0.0,0.0
X24_missing,0.0,0.0,0.0,0.0
X23_missing,0.0,0.0,0.0,0.0
X21_missing,0.0,0.0,0.0,0.0
X16_missing,0.0,0.0,0.0,0.0
X10_missing,0.0,0.0,0.0,0.0
X8_missing,0.0,0.0,0.0,0.0
